CPU	 1	 0
CPU	 3	 0
CPU	 5	 0
CPU	 7	 0.01665
CPU	 9	 0.016675
CPU	 11	 0
CPU	 13	 0.016675
CPU	 15	 0.01665
CPU	 17	 0.016675
CPU	 19	 0.016675
CPU	 21	 0
CPU	 23	 0
CPU	 25	 0
CPU	 27	 0.016675
CPU	 29	 0
CPU	 31	 0.016675
CPU	 33	 0
CPU	 35	 0.01665
CPU	 37	 0
CPU	 39	 0.016675
CPU	 41	 0
CPU	 43	 0.016675
CPU	 45	 0.016675
CPU	 47	 0.01665
CPU	 49	 0.016675
IO	 0	 137.333
IO	 2	 137.383
IO	 4	 137.433
IO	 6	 137.483
IO	 8	 137.517
IO	 10	 137.55
IO	 12	 137.6
IO	 14	 137.617
IO	 16	 137.633
IO	 18	 137.65
IO	 20	 137.667
IO	 22	 137.683
IO	 24	 137.683
IO	 26	 137.667
IO	 28	 137.683
IO	 30	 137.7
IO	 32	 137.7
IO	 34	 137.683
IO	 36	 137.667
IO	 38	 137.65
IO	 40	 137.617
IO	 42	 137.583
IO	 44	 137.567
IO	 46	 137.517
IO	 48	 137.467
