CPU	 13	 0.16665
CPU	 7	 0.18335
CPU	 5	 0.16665
CPU	 1	 0.183325
CPU	 3	 0.18335
CPU	 9	 0.16665
CPU	 11	 0.18335
CPU	 15	 0.18335
CPU	 17	 0.16665
CPU	 19	 0.18335
CPU	 21	 0.16665
CPU	 23	 0.18335
CPU	 25	 0.183325
CPU	 27	 0.183325
CPU	 29	 0.183325
CPU	 31	 0.183325
CPU	 33	 0.183325
CPU	 35	 0.183325
CPU	 37	 0.183325
CPU	 39	 0.18335
CPU	 41	 0.183325
CPU	 43	 0.2
CPU	 45	 0.2
CPU	 47	 0.18335
CPU	 49	 0.183325
CPU	 51	 0.2
CPU	 53	 0.2
CPU	 55	 0.183325
CPU	 57	 0.183325
CPU	 59	 0.183325
CPU	 61	 0.183325
CPU	 63	 0.18335
CPU	 65	 0.183325
CPU	 67	 0.183325
CPU	 69	 0.2
CPU	 71	 0.2
CPU	 73	 0.2
CPU	 75	 0.183325
CPU	 77	 0.183325
CPU	 79	 0.2
CPU	 81	 0.2
CPU	 83	 0.2
CPU	 85	 0.18335
CPU	 87	 0.2
CPU	 89	 0.2
CPU	 91	 0.183325
CPU	 93	 0.2
CPU	 95	 0.2
CPU	 97	 0.2
CPU	 99	 0.2
IO	 24	 25821.5
IO	 28	 25821.6
IO	 36	 25823.1
IO	 6	 25828
IO	 42	 25825.8
IO	 50	 25825.2
IO	 2	 25829.9
IO	 26	 25828.1
IO	 52	 25825.7
IO	 48	 25826.5
IO	 74	 25823.9
IO	 72	 25824.7
IO	 86	 25823.4
IO	 18	 25830.9
IO	 8	 25832.7
IO	 46	 25829.1
IO	 92	 25824.1
IO	 10	 25833.1
IO	 58	 25828.3
IO	 88	 25825.2
IO	 44	 25830.5
IO	 70	 25827.6
IO	 40	 25831.2
IO	 38	 25831.5
IO	 0	 25835
IO	 20	 25833.4
IO	 66	 25828.7
IO	 12	 25834.5
IO	 78	 25828
IO	 68	 25829.3
IO	 60	 25830.2
IO	 76	 25828.6
IO	 54	 25831.2
IO	 14	 25835.3
IO	 30	 25833.9
IO	 32	 25833.8
IO	 90	 25827.4
IO	 4	 25837
IO	 96	 25827.3
IO	 82	 25829.3
IO	 62	 25831.7
IO	 98	 25827.3
IO	 22	 25836.1
IO	 80	 25829.8
IO	 16	 25836.8
IO	 64	 25832
IO	 94	 25828.3
IO	 84	 25829.6
IO	 34	 25835.4
IO	 56	 25833.1
